Datetime,Intervall [ms],A53_M5_3007 (Belegungen/Intervall),A53_M5_3007 (Verweilzeit/Intervall) [ms],A57_M2_1138 (Belegungen/Intervall),A57_M2_1138 (Verweilzeit/Intervall) [ms],D11 (Belegungen/Intervall),D11 (Verweilzeit/Intervall) [ms],D12 (Belegungen/Intervall),D12 (Verweilzeit/Intervall) [ms],D21 (Belegungen/Intervall),D21 (Verweilzeit/Intervall) [ms],D31 (Belegungen/Intervall),D31 (Verweilzeit/Intervall) [ms],D41 (Belegungen/Intervall),D41 (Verweilzeit/Intervall) [ms],D42 (Belegungen/Intervall),D42 (Verweilzeit/Intervall) [ms],D43 (Belegungen/Intervall),D43 (Verweilzeit/Intervall) [ms],Fiber_reserve (Belegungen/Intervall),Fiber_reserve (Verweilzeit/Intervall) [ms],H53_M3_3006 (Belegungen/Intervall),H53_M3_3006 (Verweilzeit/Intervall) [ms],H53_M6_1140 (Belegungen/Intervall),H53_M6_1140 (Verweilzeit/Intervall) [ms],H57_M1_1137 (Belegungen/Intervall),H57_M1_1137 (Verweilzeit/Intervall) [ms],LLB-Test (Belegungen/Intervall),LLB-Test (Verweilzeit/Intervall) [ms],Power_on (Belegungen/Intervall),Power_on (Verweilzeit/Intervall) [ms],Sync (Belegungen/Intervall),Sync (Verweilzeit/Intervall) [ms],foult (Belegungen/Intervall),foult (Verweilzeit/Intervall) [ms],Year,Month,Day,Hour
2021-10-17 14:00:00,3600000,19.0,18970.0,0.0,0.0,48.0,369194.0,72.0,415363.0,9.0,110103.0,0.0,0.0,79.0,548587.0,448.0,754559.0,0.0,0.0,0.0,0.0,22.0,21980.0,0.0,0.0,23.0,22940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,14
2021-10-17 15:00:00,3600000,22.0,21980.0,0.0,0.0,50.0,384333.0,72.0,487335.0,5.0,31480.0,0.0,0.0,96.0,499778.0,413.0,597388.0,0.0,0.0,0.0,0.0,25.0,24970.0,0.0,0.0,25.0,24990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,15
2021-10-17 16:00:00,3600000,19.0,18990.0,0.0,0.0,70.0,615223.0,100.0,389267.0,10.0,43750.0,0.0,0.0,71.0,352080.0,407.0,581655.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,28.0,27990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,16
2021-10-17 17:00:00,3600000,23.0,22970.0,0.0,0.0,55.0,531165.0,85.0,366557.0,15.0,70225.0,0.0,0.0,85.0,350290.0,416.0,663810.0,0.0,0.0,0.0,0.0,23.0,23012.0,0.0,0.0,24.0,23950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,17
2021-10-17 18:00:00,3600000,19.0,18960.0,0.0,0.0,45.0,478306.0,78.0,371453.0,5.0,5860.0,0.0,0.0,83.0,411853.0,440.0,771063.0,0.0,0.0,0.0,0.0,23.0,23006.0,0.0,0.0,22.0,21970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,18
2021-10-17 19:00:00,3600000,16.0,16090.0,0.0,0.0,40.0,350590.0,65.0,299766.0,2.0,10970.0,0.0,0.0,81.0,312302.0,399.0,713650.0,0.0,0.0,0.0,0.0,21.0,20990.0,0.0,0.0,22.0,21980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,19
2021-10-17 20:00:00,3600000,15.0,15149.0,0.0,0.0,20.0,271886.0,45.0,177071.0,6.0,11600.0,0.0,0.0,45.0,213009.0,329.0,481264.0,0.0,0.0,0.0,0.0,17.0,16980.0,0.0,0.0,16.0,15980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,20
2021-10-17 21:00:00,3600000,14.0,13970.0,0.0,0.0,20.0,202022.0,34.0,143930.0,1.0,510.0,0.0,0.0,54.0,218670.0,233.0,248885.0,0.0,0.0,0.0,0.0,16.0,16360.0,0.0,0.0,16.0,15990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,21
2021-10-17 22:00:00,3600000,12.0,11970.0,0.0,0.0,12.0,89120.0,31.0,90320.0,8.0,32220.0,0.0,0.0,34.0,219929.0,176.0,211680.0,0.0,0.0,0.0,0.0,14.0,14036.0,0.0,0.0,14.0,13970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,22
2021-10-17 23:00:00,3600000,11.0,11000.0,0.0,0.0,10.0,26270.0,12.0,54160.0,1.0,15770.0,0.0,0.0,18.0,58560.0,114.0,112915.0,0.0,0.0,0.0,0.0,12.0,11980.0,0.0,0.0,12.0,11990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,17,23
2021-10-18 00:00:00,3600000,13.0,12990.0,0.0,0.0,7.0,108130.0,10.0,76470.0,1.0,640.0,0.0,0.0,10.0,50440.0,64.0,51630.0,0.0,0.0,0.0,0.0,8.0,8000.0,0.0,0.0,8.0,7980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,0
2021-10-18 01:00:00,3600000,2.0,2000.0,0.0,0.0,1.0,130.0,8.0,7270.0,2.0,30070.0,0.0,0.0,11.0,88384.0,34.0,28810.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,1
2021-10-18 02:00:00,3600000,0.0,0.0,0.0,0.0,1.0,33300.0,3.0,2550.0,0.0,0.0,0.0,0.0,6.0,3140.0,28.0,21590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,2
2021-10-18 03:00:00,3600000,2.0,2000.0,0.0,0.0,3.0,5990.0,3.0,39970.0,0.0,0.0,0.0,0.0,3.0,13490.0,13.0,9180.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,3
2021-10-18 04:00:00,3600000,5.0,5000.0,0.0,0.0,8.0,42810.0,10.0,87250.0,0.0,0.0,0.0,0.0,3.0,11700.0,27.0,23170.0,0.0,0.0,0.0,0.0,10.0,10000.0,0.0,0.0,10.0,9990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,4
2021-10-18 05:00:00,3600000,18.0,17970.0,0.0,0.0,14.0,141620.0,9.0,64790.0,2.0,890.0,0.0,0.0,22.0,118170.0,97.0,106200.0,0.0,0.0,0.0,0.0,18.0,17990.0,0.0,0.0,20.0,19960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,5
2021-10-18 06:00:00,3600000,21.0,20950.0,0.0,0.0,33.0,275989.0,39.0,133530.0,5.0,14910.0,0.0,0.0,40.0,218820.0,249.0,247700.0,0.0,0.0,0.0,0.0,26.0,25940.0,1.0,1000.0,25.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,6
2021-10-18 07:00:00,3600000,27.0,26950.0,0.0,0.0,62.0,737654.0,73.0,345110.0,12.0,47341.0,0.0,0.0,104.0,507980.0,417.0,669789.0,0.0,0.0,0.0,0.0,30.0,29980.0,3.0,3000.0,29.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,7
2021-10-18 08:00:00,3600000,26.0,25940.0,0.0,0.0,78.0,975847.0,139.0,461740.0,15.0,52010.0,0.0,0.0,119.0,591220.0,442.0,619975.0,0.0,0.0,0.0,0.0,28.0,27950.0,2.0,1990.0,29.0,28950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,8
2021-10-18 09:00:00,3600000,26.0,26680.0,0.0,0.0,85.0,1282574.0,160.0,854079.0,16.0,78044.0,0.0,0.0,136.0,726560.0,465.0,630400.0,0.0,0.0,0.0,0.0,27.0,26980.0,0.0,0.0,27.0,26980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,9
2021-10-18 10:00:00,3600000,27.0,26940.0,0.0,0.0,101.0,1093780.0,221.0,992467.0,41.0,307686.0,0.0,0.0,154.0,762218.0,467.0,561922.0,0.0,0.0,0.0,0.0,28.0,27970.0,0.0,0.0,27.0,26960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,10
2021-10-18 11:00:00,3600000,25.0,24990.0,0.0,0.0,91.0,1027301.0,210.0,1040354.0,61.0,464884.0,1.0,16450.0,167.0,694490.0,508.0,649901.0,0.0,0.0,0.0,0.0,30.0,29049.0,0.0,0.0,30.0,29950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,11
2021-10-18 12:00:00,3600000,26.0,25940.0,0.0,0.0,87.0,1143334.0,183.0,834068.0,81.0,590832.0,2.0,6880.0,149.0,822727.0,433.0,961028.0,0.0,0.0,0.0,0.0,28.0,27970.0,0.0,0.0,28.0,27960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,12
2021-10-18 13:00:00,3600000,24.0,23970.0,0.0,0.0,89.0,1301798.0,141.0,661879.0,67.0,444410.0,0.0,0.0,140.0,674549.0,496.0,709602.0,0.0,0.0,0.0,0.0,27.0,26970.0,0.0,0.0,26.0,25970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,13
2021-10-18 14:00:00,3600000,26.0,25940.0,0.0,0.0,107.0,1407208.0,174.0,1080761.0,69.0,416350.0,0.0,0.0,154.0,862810.0,567.0,767540.0,0.0,0.0,0.0,0.0,28.0,27990.0,0.0,0.0,28.0,27980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,14
2021-10-18 15:00:00,3600000,24.0,23970.0,0.0,0.0,107.0,1444159.0,180.0,991685.0,68.0,401631.0,0.0,0.0,138.0,679621.0,629.0,1119546.0,0.0,0.0,0.0,0.0,28.0,28028.0,0.0,0.0,28.0,27950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,15
2021-10-18 16:00:00,3600000,25.0,25022.0,0.0,0.0,110.0,1269572.0,201.0,1280918.0,101.0,722690.0,0.0,0.0,143.0,683289.0,684.0,1107290.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,28.0,27980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,16
2021-10-18 17:00:00,3600000,28.0,27980.0,0.0,0.0,98.0,1196634.0,164.0,969291.0,86.0,546503.0,0.0,0.0,132.0,682826.0,644.0,1149787.0,0.0,0.0,0.0,0.0,28.0,27970.0,0.0,0.0,29.0,28970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,17
2021-10-18 18:00:00,3600000,25.0,24970.0,0.0,0.0,88.0,1133618.0,140.0,782376.0,76.0,518449.0,0.0,0.0,104.0,560765.0,563.0,946077.0,0.0,0.0,0.0,0.0,29.0,28980.0,0.0,0.0,28.0,28012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,18
2021-10-18 19:00:00,3600000,21.0,20980.0,0.0,0.0,60.0,728237.0,107.0,457520.0,48.0,264004.0,0.0,0.0,105.0,501708.0,417.0,549524.0,0.0,0.0,0.0,0.0,21.0,20970.0,0.0,0.0,22.0,21990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,19
2021-10-18 20:00:00,3600000,20.0,19960.0,0.0,0.0,41.0,426309.0,77.0,373604.0,12.0,112160.0,0.0,0.0,47.0,264823.0,292.0,347473.0,0.0,0.0,0.0,0.0,22.0,21980.0,0.0,0.0,22.0,23043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,20
2021-10-18 21:00:00,3600000,15.0,14970.0,0.0,0.0,29.0,251817.0,53.0,284264.0,8.0,67090.0,0.0,0.0,47.0,294550.0,210.0,275914.0,0.0,0.0,0.0,0.0,21.0,21000.0,0.0,0.0,21.0,21015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,21
2021-10-18 22:00:00,3600000,17.0,16970.0,0.0,0.0,21.0,242004.0,44.0,168327.0,3.0,6250.0,0.0,0.0,27.0,176645.0,159.0,167986.0,0.0,0.0,0.0,0.0,16.0,15970.0,0.0,0.0,15.0,14990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,22
2021-10-18 23:00:00,3600000,12.0,11980.0,0.0,0.0,8.0,79900.0,27.0,183000.0,1.0,1020.0,0.0,0.0,21.0,75240.0,102.0,109700.0,0.0,0.0,0.0,0.0,12.0,11980.0,0.0,0.0,12.0,11980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,18,23
2021-10-19 00:00:00,3600000,11.0,10990.0,0.0,0.0,8.0,14160.0,10.0,57850.0,5.0,50050.0,0.0,0.0,7.0,23190.0,52.0,42910.0,0.0,0.0,0.0,0.0,8.0,7990.0,0.0,0.0,8.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,0
2021-10-19 01:00:00,3600000,3.0,2990.0,0.0,0.0,3.0,43950.0,9.0,10830.0,0.0,0.0,0.0,0.0,11.0,11510.0,44.0,34070.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,1
2021-10-19 02:00:00,3600000,0.0,0.0,0.0,0.0,3.0,4580.0,2.0,1790.0,1.0,1650.0,0.0,0.0,13.0,76300.0,20.0,13870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,2
2021-10-19 03:00:00,3600000,2.0,2000.0,0.0,0.0,2.0,2030.0,2.0,1400.0,2.0,28130.0,0.0,0.0,6.0,4730.0,27.0,19370.0,0.0,0.0,0.0,0.0,1.0,990.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,3
2021-10-19 04:00:00,3600000,5.0,4990.0,0.0,0.0,6.0,63970.0,7.0,84300.0,0.0,0.0,0.0,0.0,6.0,15050.0,30.0,21400.0,0.0,0.0,0.0,0.0,9.0,8990.0,0.0,0.0,9.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,4
2021-10-19 05:00:00,3600000,18.0,17970.0,0.0,0.0,17.0,199096.0,18.0,139226.0,0.0,0.0,0.0,0.0,27.0,127890.0,90.0,82564.0,0.0,0.0,0.0,0.0,20.0,20000.0,0.0,0.0,21.0,20930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,5
2021-10-19 06:00:00,3600000,23.0,24377.0,0.0,0.0,37.0,612060.0,36.0,126699.0,4.0,40640.0,0.0,0.0,49.0,150007.0,253.0,306310.0,0.0,0.0,0.0,0.0,25.0,24960.0,1.0,1000.0,25.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,6
2021-10-19 07:00:00,3600000,27.0,26970.0,0.0,0.0,80.0,916728.0,85.0,452656.0,12.0,33630.0,0.0,0.0,126.0,538520.0,420.0,686202.0,0.0,0.0,0.0,0.0,28.0,27940.0,2.0,1990.0,27.0,26980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,7
2021-10-19 08:00:00,3600000,25.0,24970.0,0.0,0.0,87.0,1077614.0,125.0,669040.0,17.0,114260.0,0.0,0.0,154.0,712135.0,485.0,898150.0,0.0,0.0,0.0,0.0,29.0,28960.0,2.0,1990.0,29.0,28940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,8
2021-10-19 09:00:00,3600000,26.0,25960.0,0.0,0.0,102.0,1316575.0,142.0,929694.0,18.0,99470.0,0.0,0.0,154.0,608384.0,529.0,697989.0,0.0,0.0,0.0,0.0,29.0,28960.0,0.0,0.0,30.0,29960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,9
2021-10-19 10:00:00,3600000,26.0,25960.0,0.0,0.0,127.0,1392393.0,190.0,1118357.0,40.0,312555.0,0.0,0.0,160.0,815534.0,486.0,636440.0,0.0,0.0,0.0,0.0,27.0,26970.0,0.0,0.0,27.0,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,10
2021-10-19 11:00:00,3600000,26.0,25960.0,0.0,0.0,99.0,1307512.0,180.0,904930.0,61.0,371764.0,0.0,0.0,163.0,753013.0,506.0,551640.0,0.0,0.0,0.0,0.0,28.0,27950.0,0.0,0.0,28.0,27960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,11
2021-10-19 12:00:00,3600000,26.0,25980.0,0.0,0.0,87.0,1009401.0,142.0,1115024.0,81.0,464071.0,0.0,0.0,137.0,680879.0,495.0,593794.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,30.0,29950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,12
2021-10-19 13:00:00,3600000,25.0,24051.0,0.0,0.0,91.0,1077526.0,140.0,865972.0,98.0,610341.0,0.0,0.0,144.0,654985.0,495.0,581976.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,29.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,13
2021-10-19 14:00:00,3600000,25.0,24940.0,0.0,0.0,92.0,1309667.0,152.0,1046176.0,71.0,474010.0,0.0,0.0,146.0,702720.0,561.0,842633.0,0.0,0.0,0.0,0.0,29.0,28940.0,0.0,0.0,29.0,28970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,14
2021-10-19 15:00:00,3600000,27.0,26990.0,0.0,0.0,106.0,1425231.0,191.0,1084088.0,90.0,602072.0,0.0,0.0,116.0,602885.0,617.0,932172.0,0.0,0.0,0.0,0.0,30.0,29980.0,0.0,0.0,30.0,29990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,15
2021-10-19 16:00:00,3600000,27.0,26990.0,0.0,0.0,115.0,1523564.0,216.0,1387578.0,74.0,410694.0,0.0,0.0,165.0,683151.0,638.0,1235654.0,0.0,0.0,0.0,0.0,28.0,27960.0,0.0,0.0,28.0,27237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,16
2021-10-19 17:00:00,3600000,25.0,25000.0,0.0,0.0,100.0,1097305.0,197.0,1351509.0,66.0,484636.0,0.0,0.0,376.0,650240.0,1309.0,1972171.0,0.0,0.0,0.0,0.0,28.0,27950.0,0.0,0.0,28.0,27950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,17
2021-10-19 18:00:00,3600000,26.0,25980.0,0.0,0.0,65.0,771723.0,129.0,815928.0,81.0,458022.0,0.0,0.0,174.0,496671.0,1904.0,1167160.0,0.0,0.0,0.0,0.0,28.0,27930.0,0.0,0.0,28.0,27950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,18
2021-10-19 19:00:00,3600000,21.0,20990.0,0.0,0.0,70.0,765054.0,100.0,448337.0,52.0,349804.0,0.0,0.0,130.0,409222.0,1881.0,1016550.0,0.0,0.0,0.0,0.0,23.0,22950.0,0.0,0.0,24.0,23970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,19
2021-10-19 20:00:00,3600000,21.0,20990.0,0.0,0.0,40.0,313784.0,57.0,357052.0,19.0,54350.0,0.0,0.0,77.0,288300.0,1698.0,754435.0,0.0,0.0,0.0,0.0,23.0,22980.0,0.0,0.0,23.0,22950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,20
2021-10-19 21:00:00,3600000,17.0,16980.0,0.0,0.0,25.0,251716.0,47.0,210086.0,16.0,122814.0,0.0,0.0,48.0,272509.0,1965.0,780257.0,0.0,0.0,0.0,0.0,20.0,20015.0,0.0,0.0,19.0,18980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,21
2021-10-19 22:00:00,3600000,15.0,14980.0,0.0,0.0,22.0,273810.0,37.0,102310.0,5.0,70157.0,0.0,0.0,42.0,126960.0,1923.0,695150.0,0.0,0.0,0.0,0.0,15.0,14960.0,0.0,0.0,15.0,14980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,22
2021-10-19 23:00:00,3600000,12.0,11970.0,0.0,0.0,13.0,164880.0,16.0,23160.0,10.0,21420.0,0.0,0.0,34.0,118870.0,1718.0,617058.0,0.0,0.0,0.0,0.0,13.0,13948.0,0.0,0.0,13.0,12980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,19,23
2021-10-20 00:00:00,3600000,12.0,11990.0,0.0,0.0,13.0,23730.0,10.0,85930.0,2.0,3200.0,0.0,0.0,20.0,48590.0,1706.0,615962.0,0.0,0.0,0.0,0.0,8.0,7990.0,0.0,0.0,8.0,7990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,0
2021-10-20 01:00:00,3600000,3.0,2990.0,0.0,0.0,8.0,82519.0,9.0,10980.0,1.0,17490.0,0.0,0.0,11.0,33810.0,1655.0,481384.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,1
2021-10-20 02:00:00,3600000,0.0,0.0,0.0,0.0,1.0,21330.0,3.0,1540.0,1.0,3190.0,0.0,0.0,8.0,39800.0,1179.0,451018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,2
2021-10-20 03:00:00,3600000,2.0,2000.0,0.0,0.0,3.0,4210.0,3.0,39920.0,1.0,770.0,0.0,0.0,5.0,22880.0,998.0,413385.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,3
2021-10-20 04:00:00,3600000,5.0,4990.0,0.0,0.0,5.0,39590.0,7.0,18380.0,0.0,0.0,0.0,0.0,9.0,35920.0,1419.0,472252.0,0.0,0.0,0.0,0.0,9.0,8990.0,0.0,0.0,9.0,8990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,4
2021-10-20 05:00:00,3600000,16.0,15980.0,0.0,0.0,13.0,84260.0,13.0,129280.0,0.0,0.0,0.0,0.0,27.0,104180.0,1267.0,486406.0,0.0,0.0,0.0,0.0,18.0,17960.0,0.0,0.0,19.0,18950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,5
2021-10-20 06:00:00,3600000,23.0,22980.0,0.0,0.0,31.0,533926.0,45.0,243783.0,5.0,27180.0,0.0,0.0,52.0,199566.0,1736.0,756391.0,0.0,0.0,0.0,0.0,27.0,26950.0,1.0,1000.0,27.0,26950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,6
2021-10-20 07:00:00,3600000,27.0,26960.0,0.0,0.0,64.0,762282.0,104.0,656795.0,9.0,65940.0,0.0,0.0,130.0,592359.0,1463.0,1115038.0,0.0,0.0,0.0,0.0,28.0,27920.0,2.0,2000.0,27.0,26990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,7
2021-10-20 08:00:00,3600000,26.0,25950.0,0.0,0.0,95.0,1336007.0,155.0,669413.0,21.0,66262.0,0.0,0.0,129.0,620763.0,1222.0,1076507.0,0.0,0.0,0.0,0.0,27.0,26990.0,2.0,2000.0,29.0,28970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,8
2021-10-20 09:00:00,3600000,27.0,26960.0,0.0,0.0,93.0,1044851.0,186.0,711064.0,17.0,139580.0,0.0,0.0,160.0,737252.0,1125.0,1122593.0,0.0,0.0,0.0,0.0,27.0,26970.0,0.0,0.0,25.0,24970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,9
2021-10-20 10:00:00,3600000,24.0,23940.0,0.0,0.0,109.0,1518938.0,158.0,974904.0,37.0,244560.0,0.0,0.0,191.0,815938.0,1566.0,1042600.0,0.0,0.0,0.0,0.0,30.0,29970.0,0.0,0.0,31.0,30970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,10
2021-10-20 11:00:00,3600000,27.0,26960.0,0.0,0.0,91.0,1281867.0,171.0,857073.0,62.0,442989.0,0.0,0.0,173.0,916653.0,1447.0,943539.0,0.0,0.0,0.0,0.0,28.0,28950.0,0.0,0.0,27.0,26960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,11
2021-10-20 12:00:00,3600000,28.0,27980.0,0.0,0.0,81.0,1075876.0,151.0,977593.0,53.0,312245.0,0.0,0.0,157.0,844827.0,1410.0,992233.0,0.0,0.0,0.0,0.0,29.0,28970.0,0.0,0.0,30.0,30280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,12
2021-10-20 13:00:00,3600000,26.0,25970.0,0.0,0.0,99.0,1200576.0,162.0,1029306.0,36.0,222240.0,0.0,0.0,150.0,683943.0,1316.0,1015091.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,28.0,27960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,13
2021-10-20 14:00:00,3600000,26.0,25970.0,0.0,0.0,91.0,1035095.0,156.0,1042451.0,49.0,372746.0,0.0,0.0,173.0,829707.0,1363.0,1166377.0,0.0,0.0,0.0,0.0,28.0,27950.0,0.0,0.0,30.0,29690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,14
2021-10-20 15:00:00,3600000,26.0,25980.0,0.0,0.0,101.0,1026955.0,169.0,1167030.0,50.0,319311.0,0.0,0.0,168.0,731547.0,1499.0,1209779.0,0.0,0.0,0.0,0.0,27.0,26990.0,0.0,0.0,27.0,27760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,15
2021-10-20 16:00:00,3600000,25.0,24970.0,0.0,0.0,91.0,811503.0,176.0,1124474.0,80.0,561915.0,0.0,0.0,141.0,708904.0,1372.0,1465088.0,0.0,0.0,0.0,0.0,29.0,28970.0,0.0,0.0,28.0,27970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,16
2021-10-20 17:00:00,3600000,27.0,26980.0,0.0,0.0,90.0,965058.0,174.0,1161158.0,100.0,525210.0,0.0,0.0,131.0,633500.0,1373.0,1355491.0,0.0,0.0,0.0,0.0,28.0,27990.0,0.0,0.0,29.0,28970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,17
2021-10-20 18:00:00,3600000,27.0,26990.0,0.0,0.0,90.0,1250456.0,158.0,907261.0,73.0,314776.0,0.0,0.0,130.0,605324.0,1470.0,1171925.0,0.0,0.0,0.0,0.0,28.0,27980.0,0.0,0.0,27.0,26940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,10,20,18
