Datetime,Intervall [ms],AF_BS_32 (Belegungen/Intervall),AF_BS_32 (Verweilzeit/Intervall) [ms],AF_BS_35 (Belegungen/Intervall),AF_BS_35 (Verweilzeit/Intervall) [ms],AF_BS_38 (Belegungen/Intervall),AF_BS_38 (Verweilzeit/Intervall) [ms],AF_BS_41 (Belegungen/Intervall),AF_BS_41 (Verweilzeit/Intervall) [ms],AF_T1_T2 (Belegungen/Intervall),AF_T1_T2 (Verweilzeit/Intervall) [ms],AF_T3_T4 (Belegungen/Intervall),AF_T3_T4 (Verweilzeit/Intervall) [ms],D31 (Belegungen/Intervall),D31 (Verweilzeit/Intervall) [ms],D32 (Belegungen/Intervall),D32 (Verweilzeit/Intervall) [ms],Reserve (Belegungen/Intervall),Reserve (Verweilzeit/Intervall) [ms],V12 (Belegungen/Intervall),V12 (Verweilzeit/Intervall) [ms],V21 (Belegungen/Intervall),V21 (Verweilzeit/Intervall) [ms],V22 (Belegungen/Intervall),V22 (Verweilzeit/Intervall) [ms],V23 (Belegungen/Intervall),V23 (Verweilzeit/Intervall) [ms],V24 (Belegungen/Intervall),V24 (Verweilzeit/Intervall) [ms],Year,Month,Day,Hour
2021-06-01 00:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,5.0,24930.0,3.0,3600.0,0.0,0.0,23.0,189662.0,3.0,1900.0,61.0,91223.0,24.0,53470.0,4.0,5740.0,2021,6,1,0
2021-06-01 01:00:00,3600000,0.0,0.0,1.0,770.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,1.0,3960.0,3.0,6030.0,0.0,0.0,28.0,201290.0,2.0,1200.0,39.0,53820.0,21.0,20280.0,2.0,1530.0,2021,6,1,1
2021-06-01 02:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,2.0,23760.0,3.0,33250.0,0.0,0.0,5.0,38860.0,0.0,0.0,23.0,21670.0,16.0,15490.0,3.0,1920.0,2021,6,1,2
2021-06-01 03:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,1.0,12330.0,0.0,0.0,0.0,0.0,1.0,11990.0,0.0,0.0,26.0,25133.0,17.0,13543.0,0.0,0.0,2021,6,1,3
2021-06-01 04:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,0.0,0.0,2.0,4050.0,0.0,0.0,3.0,21180.0,0.0,0.0,47.0,52520.0,31.0,40270.0,9.0,9110.0,2021,6,1,4
2021-06-01 05:00:00,3600000,1.0,800.0,2.0,1640.0,0.0,0.0,5.0,3430.0,0.0,3600000.0,0.0,3600000.0,7.0,34707.0,8.0,16470.0,0.0,0.0,38.0,482670.0,9.0,11350.0,167.0,551526.0,163.0,435962.0,42.0,78500.0,2021,6,1,5
2021-06-01 06:00:00,3600000,0.0,0.0,2.0,2330.0,0.0,0.0,7.0,5200.0,0.0,3600000.0,0.0,3600000.0,21.0,207470.0,27.0,123470.0,0.0,0.0,59.0,1426402.0,42.0,44250.0,388.0,1190750.0,322.0,834490.0,162.0,270830.0,2021,6,1,6
2021-06-01 07:00:00,3600000,4.0,11330.0,5.0,5915.0,0.0,0.0,12.0,9800.0,0.0,3600000.0,0.0,3600000.0,42.0,337256.0,50.0,325818.0,0.0,0.0,105.0,2312508.0,43.0,88180.0,299.0,2943721.0,445.0,2072271.0,248.0,694180.0,2021,6,1,7
2021-06-01 08:00:00,3600000,13.0,15610.0,2.0,1570.0,0.0,0.0,13.0,10640.0,0.0,3600000.0,0.0,3600000.0,60.0,308814.0,66.0,388493.0,0.0,0.0,106.0,2610084.0,114.0,253974.0,360.0,2592509.0,457.0,1800238.0,282.0,765755.0,2021,6,1,8
2021-06-01 09:00:00,3600000,6.0,7300.0,8.0,8440.0,0.0,0.0,13.0,11375.0,0.0,3600000.0,0.0,3600000.0,60.0,587161.0,64.0,257905.0,0.0,0.0,95.0,2809035.0,107.0,341675.0,418.0,2279760.0,363.0,1737515.0,236.0,753881.0,2021,6,1,9
2021-06-01 10:00:00,3600000,9.0,13120.0,12.0,19004.0,0.0,0.0,11.0,10780.0,0.0,3600000.0,0.0,3600000.0,69.0,717636.0,158.0,656600.0,0.0,0.0,96.0,3276826.0,93.0,263842.0,484.0,2202364.0,339.0,1633523.0,228.0,991722.0,2021,6,1,10
2021-06-01 11:00:00,3600000,3.0,2900.0,13.0,17368.0,0.0,0.0,17.0,17480.0,0.0,3600000.0,0.0,3600000.0,76.0,803131.0,100.0,451196.0,0.0,0.0,136.0,3222648.0,94.0,362360.0,483.0,2113848.0,372.0,1813797.0,223.0,728023.0,2021,6,1,11
2021-06-01 12:00:00,3600000,9.0,11730.0,12.0,11720.0,0.0,0.0,19.0,17868.0,0.0,3600000.0,0.0,3600000.0,83.0,646941.0,84.0,486376.0,0.0,0.0,96.0,3050383.0,111.0,305074.0,511.0,2182197.0,388.0,1626177.0,247.0,980650.0,2021,6,1,12
2021-06-01 13:00:00,3600000,5.0,14860.0,10.0,15060.0,0.0,0.0,13.0,11580.0,0.0,3600000.0,0.0,3600000.0,79.0,745606.0,75.0,526588.0,0.0,0.0,109.0,3060255.0,117.0,426510.0,484.0,2292942.0,343.0,1544035.0,202.0,803563.0,2021,6,1,13
2021-06-01 14:00:00,3600000,13.0,15650.0,17.0,22250.0,0.0,0.0,18.0,16370.0,0.0,3600000.0,0.0,3600000.0,86.0,818415.0,135.0,593631.0,0.0,0.0,132.0,2833635.0,119.0,181500.0,457.0,2109254.0,392.0,1598050.0,174.0,703824.0,2021,6,1,14
2021-06-01 15:00:00,3600000,13.0,24730.0,14.0,29420.0,0.0,0.0,20.0,20907.0,0.0,3600000.0,0.0,3600000.0,79.0,587719.0,150.0,509990.0,0.0,0.0,106.0,2924363.0,39.0,1677115.0,497.0,2111387.0,397.0,1683339.0,196.0,658720.0,2021,6,1,15
2021-06-01 16:00:00,3600000,4.0,8690.0,9.0,16810.0,0.0,0.0,24.0,23350.0,0.0,3600000.0,0.0,3600000.0,96.0,796909.0,112.0,396724.0,0.0,0.0,88.0,3184111.0,76.0,154910.0,485.0,1916751.0,422.0,1695319.0,188.0,825946.0,2021,6,1,16
2021-06-01 17:00:00,3600000,4.0,17770.0,5.0,4050.0,0.0,0.0,18.0,22800.0,0.0,3600000.0,0.0,3600000.0,97.0,1076135.0,95.0,512927.0,0.0,0.0,91.0,2372240.0,85.0,82350.0,486.0,1872583.0,382.0,1605734.0,171.0,706199.0,2021,6,1,17
2021-06-01 18:00:00,3600000,2.0,13500.0,9.0,13300.0,0.0,0.0,10.0,8940.0,0.0,3600000.0,0.0,3600000.0,57.0,638486.0,64.0,300965.0,0.0,0.0,89.0,1911209.0,74.0,113910.0,451.0,1643763.0,337.0,1395636.0,132.0,463115.0,2021,6,1,18
2021-06-01 19:00:00,3600000,3.0,3400.0,7.0,8260.0,0.0,0.0,13.0,11810.0,0.0,3600000.0,0.0,3600000.0,42.0,511903.0,56.0,204560.0,0.0,0.0,68.0,1339824.0,39.0,36610.0,331.0,964110.0,262.0,982735.0,97.0,361610.0,2021,6,1,19
2021-06-01 20:00:00,3600000,2.0,1510.0,5.0,6610.0,0.0,0.0,8.0,5860.0,0.0,3600000.0,0.0,3600000.0,30.0,177490.0,27.0,105000.0,0.0,0.0,61.0,887045.0,33.0,59600.0,250.0,1067151.0,194.0,957243.0,59.0,213262.0,2021,6,1,20
2021-06-01 21:00:00,3600000,0.0,0.0,6.0,12870.0,0.0,0.0,5.0,8040.0,0.0,3600000.0,0.0,3600000.0,25.0,122531.0,30.0,135081.0,0.0,0.0,56.0,664996.0,19.0,24150.0,243.0,799093.0,187.0,684451.0,55.0,143960.0,2021,6,1,21
2021-06-01 22:00:00,3600000,0.0,0.0,2.0,1580.0,0.0,0.0,5.0,5080.0,0.0,3600000.0,0.0,3600000.0,14.0,37430.0,13.0,46880.0,0.0,0.0,41.0,238220.0,5.0,3120.0,170.0,493900.0,113.0,290291.0,23.0,37670.0,2021,6,1,22
2021-06-01 23:00:00,3600000,1.0,890.0,0.0,0.0,0.0,0.0,1.0,470.0,0.0,3600000.0,0.0,3600000.0,7.0,25830.0,5.0,46080.0,0.0,0.0,27.0,189184.0,1.0,480.0,114.0,264962.0,65.0,116452.0,11.0,9230.0,2021,6,1,23
2021-06-02 00:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,3.0,14670.0,2.0,900.0,0.0,0.0,19.0,151941.0,1.0,480.0,66.0,93020.0,33.0,43611.0,3.0,3180.0,2021,6,2,0
2021-06-02 01:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,0.0,0.0,1.0,13500.0,0.0,0.0,16.0,88220.0,0.0,0.0,40.0,58670.0,13.0,11812.0,4.0,4220.0,2021,6,2,1
2021-06-02 02:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,1.0,630.0,2.0,12330.0,0.0,0.0,6.0,42610.0,0.0,0.0,34.0,54570.0,20.0,16110.0,2.0,930.0,2021,6,2,2
2021-06-02 03:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,930.0,0.0,3600000.0,0.0,3600000.0,1.0,11070.0,2.0,10890.0,0.0,0.0,9.0,77120.0,0.0,0.0,22.0,19320.0,27.0,55762.0,2.0,1120.0,2021,6,2,3
2021-06-02 04:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,1.0,810.0,0.0,0.0,0.0,0.0,6.0,13770.0,2.0,960.0,35.0,67600.0,35.0,27890.0,4.0,2000.0,2021,6,2,4
2021-06-02 05:00:00,3600000,0.0,0.0,1.0,800.0,0.0,0.0,5.0,3930.0,0.0,3600000.0,0.0,3600000.0,10.0,22860.0,12.0,41310.0,0.0,0.0,41.0,477061.0,20.0,36060.0,169.0,578982.0,138.0,472973.0,37.0,62150.0,2021,6,2,5
2021-06-02 06:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5480.0,0.0,3600000.0,0.0,3600000.0,28.0,286120.0,22.0,264040.0,0.0,0.0,60.0,1563591.0,40.0,42185.0,345.0,1080052.0,330.0,780966.0,156.0,312060.0,2021,6,2,6
2021-06-02 07:00:00,3600000,2.0,2991.0,3.0,4960.0,0.0,0.0,12.0,12410.0,0.0,3600000.0,0.0,3600000.0,47.0,589190.0,54.0,267690.0,0.0,0.0,111.0,2187641.0,43.0,56880.0,314.0,2461788.0,348.0,1991262.0,223.0,667730.0,2021,6,2,7
2021-06-02 08:00:00,3600000,6.0,7060.0,4.0,4650.0,0.0,0.0,10.0,9630.0,0.0,3600000.0,0.0,3600000.0,61.0,554852.0,67.0,377692.0,0.0,0.0,116.0,2547417.0,107.0,202004.0,373.0,2153753.0,416.0,1249866.0,236.0,632843.0,2021,6,2,8
2021-06-02 09:00:00,3600000,8.0,31140.0,5.0,5987.0,0.0,0.0,24.0,26920.0,0.0,3600000.0,0.0,3600000.0,59.0,447720.0,116.0,539840.0,0.0,0.0,115.0,2868704.0,113.0,217026.0,417.0,2291835.0,355.0,1831271.0,244.0,902030.0,2021,6,2,9
2021-06-02 10:00:00,3600000,4.0,5010.0,11.0,22420.0,0.0,0.0,11.0,11190.0,0.0,3600000.0,0.0,3600000.0,68.0,665592.0,84.0,592193.0,0.0,0.0,108.0,2808561.0,98.0,202490.0,464.0,2115065.0,368.0,1558972.0,249.0,901624.0,2021,6,2,10
2021-06-02 11:00:00,3600000,8.0,10570.0,5.0,4641.0,0.0,0.0,17.0,15150.0,0.0,3600000.0,0.0,3600000.0,94.0,681143.0,99.0,390930.0,0.0,0.0,116.0,2690110.0,88.0,205721.0,469.0,2039130.0,359.0,1491346.0,280.0,963092.0,2021,6,2,11
2021-06-02 12:00:00,3600000,9.0,8000.0,16.0,22929.0,0.0,0.0,10.0,9150.0,0.0,3600000.0,0.0,3600000.0,72.0,579781.0,76.0,690170.0,0.0,0.0,113.0,2628733.0,87.0,189340.0,473.0,1966299.0,342.0,1369375.0,228.0,661013.0,2021,6,2,12
2021-06-02 13:00:00,3600000,5.0,4360.0,4.0,4350.0,0.0,0.0,18.0,21430.0,0.0,3600000.0,0.0,3600000.0,73.0,746427.0,73.0,1261203.0,0.0,0.0,146.0,2873394.0,102.0,236941.0,505.0,2254007.0,373.0,1629153.0,212.0,814259.0,2021,6,2,13
2021-06-02 14:00:00,3600000,4.0,5100.0,18.0,30718.0,0.0,0.0,25.0,27226.0,0.0,3600000.0,0.0,3600000.0,56.0,701108.0,88.0,542798.0,0.0,0.0,140.0,2579921.0,84.0,202940.0,475.0,1997000.0,389.0,1591557.0,170.0,788594.0,2021,6,2,14
2021-06-02 15:00:00,3600000,7.0,5710.0,8.0,7250.0,0.0,0.0,11.0,10960.0,0.0,3600000.0,0.0,3600000.0,71.0,766825.0,112.0,552982.0,0.0,0.0,130.0,2625365.0,55.0,76722.0,491.0,1952624.0,413.0,1559694.0,185.0,768872.0,2021,6,2,15
2021-06-02 16:00:00,3600000,5.0,4660.0,15.0,15144.0,0.0,0.0,13.0,16750.0,0.0,3600000.0,0.0,3600000.0,90.0,701255.0,113.0,452887.0,0.0,0.0,129.0,2317597.0,61.0,182184.0,521.0,2027094.0,407.0,1769893.0,183.0,671433.0,2021,6,2,16
2021-06-02 17:00:00,3600000,8.0,9300.0,7.0,6430.0,0.0,0.0,7.0,6030.0,0.0,3600000.0,0.0,3600000.0,85.0,713326.0,85.0,538521.0,0.0,0.0,107.0,2154247.0,69.0,77070.0,479.0,1570226.0,438.0,1653342.0,156.0,612992.0,2021,6,2,17
2021-06-02 18:00:00,3600000,3.0,4280.0,8.0,10570.0,0.0,0.0,8.0,6570.0,0.0,3600000.0,0.0,3600000.0,88.0,479391.0,84.0,560608.0,0.0,0.0,93.0,2067049.0,82.0,85581.0,472.0,1773044.0,404.0,1578424.0,198.0,583985.0,2021,6,2,18
2021-06-02 19:00:00,3600000,1.0,560.0,5.0,5160.0,0.0,0.0,12.0,13300.0,0.0,3600000.0,0.0,3600000.0,65.0,419332.0,50.0,348352.0,0.0,0.0,76.0,1525082.0,60.0,109475.0,346.0,1379231.0,340.0,1271855.0,155.0,505479.0,2021,6,2,19
2021-06-02 20:00:00,3600000,1.0,1310.0,4.0,4120.0,0.0,0.0,6.0,6080.0,0.0,3600000.0,0.0,3600000.0,46.0,343540.0,43.0,163690.0,0.0,0.0,59.0,807163.0,41.0,66740.0,283.0,1135264.0,216.0,920697.0,65.0,302220.0,2021,6,2,20
2021-06-02 21:00:00,3600000,4.0,5880.0,2.0,3250.0,0.0,0.0,7.0,8410.0,0.0,3600000.0,0.0,3600000.0,33.0,205065.0,31.0,182791.0,0.0,0.0,50.0,669169.0,21.0,27980.0,244.0,1087923.0,182.0,746655.0,55.0,199338.0,2021,6,2,21
2021-06-02 22:00:00,3600000,0.0,0.0,3.0,2950.0,0.0,0.0,4.0,14570.0,0.0,3600000.0,0.0,3600000.0,18.0,125370.0,19.0,28360.0,0.0,0.0,38.0,305422.0,4.0,3170.0,212.0,705995.0,163.0,498363.0,33.0,51669.0,2021,6,2,22
2021-06-02 23:00:00,3600000,0.0,0.0,1.0,1290.0,0.0,0.0,4.0,3110.0,0.0,3600000.0,0.0,3600000.0,6.0,15930.0,14.0,76950.0,0.0,0.0,41.0,246547.0,3.0,4530.0,177.0,441352.0,116.0,307520.0,13.0,37890.0,2021,6,2,23
2021-06-03 00:00:00,3600000,1.0,790.0,2.0,2080.0,0.0,0.0,3.0,3140.0,0.0,3600000.0,0.0,3600000.0,3.0,25290.0,6.0,31860.0,0.0,0.0,15.0,152418.0,2.0,1760.0,147.0,307520.0,63.0,107300.0,12.0,27320.0,2021,6,3,0
2021-06-03 01:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,4.0,3150.0,4.0,15930.0,0.0,0.0,21.0,147382.0,1.0,480.0,109.0,187730.0,45.0,135690.0,9.0,10520.0,2021,6,3,1
2021-06-03 02:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,0.0,3600000.0,0.0,3600000.0,4.0,31950.0,1.0,12240.0,0.0,0.0,10.0,88770.0,1.0,960.0,74.0,103590.0,32.0,29500.0,1.0,480.0,2021,6,3,2
2021-06-03 03:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,1.0,720.0,2.0,1890.0,0.0,0.0,11.0,80340.0,0.0,0.0,56.0,90260.0,28.0,67400.0,3.0,4660.0,2021,6,3,3
2021-06-03 04:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,3.0,28080.0,5.0,17730.0,0.0,0.0,11.0,36690.0,1.0,800.0,56.0,106441.0,33.0,32490.0,8.0,7530.0,2021,6,3,4
2021-06-03 05:00:00,3600000,9.0,23580.0,19.0,53560.0,0.0,0.0,2.0,1330.0,0.0,3600000.0,0.0,3600000.0,10.0,36980.0,8.0,27450.0,0.0,0.0,37.0,677354.0,14.0,56040.0,66.0,431400.0,33.0,215192.0,4.0,20120.0,2021,6,3,5
2021-06-03 06:00:00,3600000,0.0,0.0,10.0,30853.0,0.0,0.0,2.0,1430.0,0.0,3600000.0,0.0,3600000.0,2.0,76760.0,2.0,3240.0,0.0,0.0,18.0,786051.0,13.0,17160.0,59.0,91581.0,42.0,65580.0,11.0,23180.0,2021,6,3,6
2021-06-03 07:00:00,3600000,0.0,0.0,3.0,4110.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,4.0,12780.0,2.0,50940.0,0.0,0.0,23.0,876578.0,6.0,2790.0,96.0,171980.0,39.0,55780.0,10.0,4780.0,2021,6,3,7
2021-06-03 08:00:00,3600000,0.0,0.0,1.0,840.0,0.0,0.0,1.0,1380.0,0.0,3600000.0,0.0,3600000.0,11.0,46610.0,8.0,5220.0,0.0,0.0,25.0,1014960.0,13.0,9040.0,172.0,342410.0,79.0,94840.0,19.0,31730.0,2021,6,3,8
2021-06-03 09:00:00,3600000,1.0,730.0,0.0,0.0,0.0,0.0,2.0,1600.0,0.0,3600000.0,0.0,3600000.0,14.0,63180.0,14.0,132702.0,0.0,0.0,36.0,1031691.0,22.0,17190.0,205.0,394596.0,146.0,232590.0,45.0,63810.0,2021,6,3,9
2021-06-03 10:00:00,3600000,1.0,1440.0,1.0,640.0,0.0,0.0,3.0,4380.0,0.0,3600000.0,0.0,3600000.0,17.0,134730.0,24.0,66117.0,0.0,0.0,54.0,1401887.0,28.0,49700.0,310.0,841103.0,190.0,384880.0,74.0,97280.0,2021,6,3,10
2021-06-03 11:00:00,3600000,0.0,0.0,8.0,12070.0,0.0,0.0,2.0,1490.0,0.0,3600000.0,0.0,3600000.0,18.0,125160.0,50.0,105290.0,0.0,0.0,61.0,1551573.0,32.0,28850.0,371.0,1045936.0,247.0,649194.0,89.0,243600.0,2021,6,3,11
2021-06-03 12:00:00,3600000,3.0,2870.0,8.0,8310.0,0.0,0.0,6.0,5240.0,0.0,3600000.0,0.0,3600000.0,30.0,66420.0,49.0,44523.0,0.0,0.0,61.0,1284670.0,48.0,131000.0,361.0,1187268.0,262.0,847031.0,106.0,293693.0,2021,6,3,12
2021-06-03 13:00:00,3600000,3.0,2470.0,8.0,15650.0,0.0,0.0,3.0,2580.0,0.0,3600000.0,0.0,3600000.0,41.0,343264.0,79.0,99602.0,0.0,0.0,66.0,1558502.0,32.0,55402.0,373.0,1101079.0,234.0,818181.0,85.0,238890.0,2021,6,3,13
2021-06-03 14:00:00,3600000,3.0,2620.0,1.0,750.0,0.0,0.0,4.0,2800.0,0.0,3600000.0,0.0,3600000.0,35.0,402162.0,49.0,240152.0,0.0,0.0,59.0,1321635.0,43.0,41750.0,410.0,1249131.0,266.0,798950.0,69.0,232810.0,2021,6,3,14
2021-06-03 15:00:00,3600000,2.0,3410.0,5.0,7710.0,0.0,0.0,11.0,16178.0,0.0,3600000.0,0.0,3600000.0,25.0,92610.0,73.0,207591.0,0.0,0.0,70.0,1144380.0,44.0,94966.0,307.0,1256164.0,291.0,945768.0,133.0,371710.0,2021,6,3,15
2021-06-03 16:00:00,3600000,0.0,0.0,8.0,12690.0,0.0,0.0,8.0,29800.0,0.0,3600000.0,0.0,3600000.0,17.0,59280.0,60.0,163160.0,0.0,0.0,42.0,896548.0,36.0,52670.0,348.0,1077731.0,270.0,687924.0,86.0,277706.0,2021,6,3,16
2021-06-03 17:00:00,3600000,3.0,2390.0,5.0,6850.0,0.0,0.0,8.0,9330.0,0.0,3600000.0,0.0,3600000.0,35.0,277176.0,69.0,228126.0,0.0,0.0,47.0,1261865.0,40.0,51340.0,356.0,1059199.0,288.0,929052.0,81.0,237840.0,2021,6,3,17
2021-06-03 18:00:00,3600000,0.0,0.0,6.0,7190.0,0.0,0.0,7.0,15510.0,0.0,3600000.0,0.0,3600000.0,39.0,166490.0,69.0,265550.0,0.0,0.0,57.0,1194711.0,44.0,59540.0,390.0,1334956.0,286.0,1009604.0,88.0,263202.0,2021,6,3,18
2021-06-03 19:00:00,3600000,0.0,0.0,3.0,2980.0,0.0,0.0,5.0,6280.0,0.0,3600000.0,0.0,3600000.0,28.0,295430.0,43.0,226990.0,0.0,0.0,45.0,1176164.0,27.0,21570.0,309.0,914157.0,247.0,743137.0,52.0,163563.0,2021,6,3,19
2021-06-03 20:00:00,3600000,1.0,640.0,8.0,12320.0,0.0,0.0,3.0,2220.0,0.0,3600000.0,0.0,3600000.0,13.0,150481.0,24.0,93320.0,0.0,0.0,48.0,762993.0,24.0,19990.0,273.0,891401.0,181.0,657752.0,36.0,86060.0,2021,6,3,20
2021-06-03 21:00:00,3600000,1.0,1270.0,3.0,4830.0,0.0,0.0,3.0,2170.0,0.0,3600000.0,0.0,3600000.0,10.0,51480.0,14.0,57860.0,0.0,0.0,46.0,443620.0,18.0,16791.0,235.0,629002.0,158.0,492543.0,39.0,97860.0,2021,6,3,21
2021-06-03 22:00:00,3600000,1.0,750.0,0.0,0.0,0.0,0.0,3.0,2070.0,0.0,3600000.0,0.0,3600000.0,17.0,136133.0,13.0,79163.0,0.0,0.0,32.0,217490.0,2.0,1430.0,193.0,467973.0,145.0,432228.0,20.0,26720.0,2021,6,3,22
2021-06-03 23:00:00,3600000,0.0,0.0,1.0,5300.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,7.0,42611.0,8.0,52697.0,0.0,0.0,34.0,235568.0,1.0,880.0,134.0,291329.0,86.0,265540.0,9.0,10080.0,2021,6,3,23
2021-06-04 00:00:00,3600000,0.0,0.0,1.0,580.0,0.0,0.0,1.0,530.0,0.0,3600000.0,0.0,3600000.0,8.0,36090.0,3.0,28530.0,0.0,0.0,21.0,224280.0,0.0,0.0,95.0,226880.0,53.0,113810.0,3.0,4550.0,2021,6,4,0
2021-06-04 01:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,2.0,2430.0,0.0,0.0,0.0,0.0,5.0,64520.0,1.0,1060.0,72.0,120143.0,34.0,41680.0,1.0,560.0,2021,6,4,1
2021-06-04 02:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,2.0,18450.0,1.0,540.0,0.0,0.0,11.0,133890.0,0.0,0.0,36.0,62260.0,18.0,15512.0,2.0,960.0,2021,6,4,2
2021-06-04 03:00:00,3600000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1140.0,0.0,3600000.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,52940.0,19.0,14370.0,0.0,0.0,2021,6,4,3
2021-06-04 04:00:00,3600000,0.0,0.0,2.0,1720.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,3600000.0,3.0,12770.0,2.0,1710.0,0.0,0.0,6.0,46400.0,3.0,2220.0,39.0,62111.0,25.0,41710.0,9.0,10560.0,2021,6,4,4
2021-06-04 05:00:00,3600000,1.0,620.0,0.0,0.0,0.0,0.0,3.0,2160.0,0.0,3600000.0,0.0,3600000.0,3.0,24030.0,8.0,14310.0,0.0,0.0,37.0,428322.0,21.0,33610.0,133.0,317790.0,113.0,167190.0,43.0,52530.0,2021,6,4,5
2021-06-04 06:00:00,3600000,0.0,0.0,3.0,7220.0,0.0,0.0,6.0,6660.0,0.0,3600000.0,0.0,3600000.0,16.0,246799.0,13.0,178789.0,0.0,0.0,42.0,1140097.0,30.0,28789.0,222.0,532038.0,197.0,304881.0,70.0,66270.0,2021,6,4,6
2021-06-04 07:00:00,3600000,3.0,6320.0,3.0,5550.0,0.0,0.0,12.0,16980.0,0.0,3600000.0,0.0,3600000.0,23.0,260804.0,22.0,258681.0,0.0,0.0,87.0,2030286.0,58.0,97847.0,324.0,1273495.0,267.0,728378.0,84.0,147060.0,2021,6,4,7
2021-06-04 08:00:00,3600000,3.0,7090.0,4.0,5100.0,0.0,0.0,6.0,4790.0,0.0,3600000.0,0.0,3600000.0,36.0,443804.0,42.0,345733.0,0.0,0.0,78.0,1871126.0,53.0,91380.0,383.0,1160896.0,285.0,897843.0,113.0,429860.0,2021,6,4,8
2021-06-04 09:00:00,3600000,2.0,3210.0,16.0,19250.0,0.0,0.0,6.0,5390.0,0.0,3600000.0,0.0,3600000.0,57.0,524841.0,52.0,371190.0,0.0,0.0,106.0,2298069.0,71.0,179781.0,368.0,1908626.0,302.0,1280530.0,172.0,582803.0,2021,6,4,9
2021-06-04 10:00:00,3600000,9.0,12560.0,4.0,4870.0,0.0,0.0,30.0,42659.0,0.0,3600000.0,0.0,3600000.0,67.0,533693.0,81.0,653990.0,0.0,0.0,126.0,2555210.0,70.0,174485.0,456.0,1932358.0,341.0,1302821.0,201.0,613923.0,2021,6,4,10
2021-06-04 11:00:00,3600000,4.0,6200.0,12.0,23810.0,0.0,0.0,17.0,16500.0,0.0,3600000.0,0.0,3600000.0,88.0,732495.0,90.0,444920.0,0.0,0.0,117.0,2667489.0,74.0,168550.0,500.0,2178014.0,346.0,1494040.0,193.0,768845.0,2021,6,4,11
2021-06-04 12:00:00,3600000,8.0,6790.0,14.0,21610.0,0.0,0.0,16.0,24540.0,0.0,3600000.0,0.0,3600000.0,79.0,846772.0,82.0,703201.0,0.0,0.0,128.0,2324789.0,67.0,162420.0,512.0,2088001.0,339.0,1529320.0,196.0,618564.0,2021,6,4,12
2021-06-04 13:00:00,3600000,7.0,6070.0,8.0,10060.0,0.0,0.0,16.0,12360.0,0.0,3600000.0,0.0,3600000.0,83.0,692092.0,78.0,932165.0,0.0,0.0,108.0,2552692.0,77.0,159033.0,474.0,2124669.0,348.0,1741516.0,175.0,687348.0,2021,6,4,13
2021-06-04 14:00:00,3600000,7.0,6310.0,13.0,12640.0,0.0,0.0,30.0,24940.0,0.0,3600000.0,0.0,3600000.0,62.0,656995.0,73.0,721046.0,0.0,0.0,121.0,2162498.0,51.0,105290.0,494.0,1793854.0,387.0,1522017.0,178.0,535069.0,2021,6,4,14
2021-06-04 15:00:00,3600000,4.0,4480.0,13.0,19640.0,0.0,0.0,14.0,12240.0,0.0,3600000.0,0.0,3600000.0,69.0,692500.0,78.0,784553.0,0.0,0.0,95.0,1882407.0,40.0,100420.0,468.0,1802916.0,377.0,1431790.0,154.0,568432.0,2021,6,4,15
